epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,5134.9,1.22594,0.5929,0.85539,0.72784,0.62714,0.6467,0.41058,1.21076,0.57058,0.87815,0.0002377,0.0002377,0.0002377
79,5198.59,1.19731,0.58303,0.851,0.79068,0.61957,0.65738,0.40883,1.20863,0.56984,0.87553,0.0002278,0.0002278,0.0002278
80,5265.66,1.21129,0.58848,0.85812,0.74396,0.63075,0.66518,0.41085,1.1998,0.5602,0.87732,0.0002179,0.0002179,0.0002179
81,5332.35,1.21009,0.58247,0.85327,0.72396,0.61532,0.65435,0.40996,1.20783,0.56117,0.87879,0.000208,0.000208,0.000208
82,5399.28,1.2116,0.5825,0.85906,0.73488,0.60246,0.65294,0.40905,1.20109,0.56002,0.8715,0.0001981,0.0001981,0.0001981
83,5464.65,1.21293,0.58132,0.84861,0.75389,0.6203,0.66542,0.41553,1.20376,0.55643,0.87582,0.0001882,0.0001882,0.0001882
84,5528.59,1.19701,0.57993,0.85383,0.72809,0.63157,0.66478,0.40887,1.19721,0.55854,0.87249,0.0001783,0.0001783,0.0001783
85,5592.82,1.1802,0.56916,0.85081,0.74754,0.61253,0.66393,0.41249,1.19242,0.55745,0.87443,0.0001684,0.0001684,0.0001684
86,5657.61,1.18685,0.57507,0.849,0.75835,0.62374,0.66065,0.40986,1.18996,0.55659,0.87175,0.0001585,0.0001585,0.0001585
87,5722.73,1.20023,0.57264,0.84887,0.76002,0.61742,0.66387,0.41475,1.1857,0.55886,0.87464,0.0001486,0.0001486,0.0001486
88,5788.04,1.18198,0.56639,0.85359,0.78061,0.63016,0.66845,0.41704,1.1982,0.55326,0.87787,0.0001387,0.0001387,0.0001387
89,5853.18,1.1778,0.57025,0.8568,0.79772,0.62151,0.67782,0.41999,1.17857,0.55051,0.871,0.0001288,0.0001288,0.0001288
90,5918.71,1.16885,0.56065,0.85058,0.74614,0.62872,0.66993,0.41338,1.18269,0.55058,0.87227,0.0001189,0.0001189,0.0001189
91,5984.98,1.18233,0.56852,0.85017,0.72694,0.60977,0.66054,0.40793,1.19328,0.56442,0.87284,0.000109,0.000109,0.000109
92,6042.58,1.16882,0.5601,0.84847,0.74865,0.61021,0.6589,0.41478,1.18195,0.55513,0.87118,9.91e-05,9.91e-05,9.91e-05
93,6106.2,1.15545,0.55345,0.84462,0.74924,0.61264,0.65578,0.41185,1.19949,0.55588,0.8738,8.92e-05,8.92e-05,8.92e-05
94,6169.7,1.16042,0.55707,0.85152,0.71543,0.62791,0.65879,0.41413,1.18105,0.55095,0.87236,7.93e-05,7.93e-05,7.93e-05
95,6231.91,1.1471,0.55068,0.84551,0.74622,0.63224,0.65645,0.41295,1.18584,0.55184,0.87268,6.94e-05,6.94e-05,6.94e-05
96,6292.5,1.13875,0.54614,0.84348,0.80467,0.62468,0.66811,0.41693,1.18022,0.54729,0.87244,5.95e-05,5.95e-05,5.95e-05
97,6351.19,1.14112,0.54649,0.84602,0.72753,0.63197,0.66212,0.41591,1.17349,0.54896,0.87081,4.96e-05,4.96e-05,4.96e-05
98,6409.93,1.12431,0.54215,0.84682,0.73662,0.62373,0.66167,0.41723,1.17713,0.54207,0.87136,3.97e-05,3.97e-05,3.97e-05
99,6474.66,1.12198,0.5364,0.83844,0.74182,0.63031,0.66291,0.41511,1.179,0.5424,0.87264,2.98e-05,2.98e-05,2.98e-05
